	0,clothing_account
	1,credit_account
	2,direct_deposit_and_chk_account
	3,education_account
	4,expression_and_mindfulness_account
	5,food_account
	6,house_account
	7,income_acount
	8,personal_brokerage_account
	9,personal_care_account
	10,pleasure_account
	11,present_checking_account
	12,savings_account
	13,transportation_account
